dup,data,Market,Station,Date,Time,Search Phrase,Closed Captions,Hits,Demographic,Minute Ratings,Quarter Hour Ratings,Minute Gains,Minute Losses
,,Sacramnto-Stkton-Modesto,KXTV,30-Dec-21,06:01 PM,fire, CAL FIRE CAPTAIN MATTHEW,1,Females 18-49,0.174,0.349,0,0.174
,no,Sacramnto-Stkton-Modesto,KXTV,30-Dec-21,06:01 PM,fire, CAL FIRE CAPTAIN MATTHEW,1,Females 25-49,0,0,0,0
,,Sacramnto-Stkton-Modesto,KXTV,30-Dec-21,06:01 PM,fire, CAL FIRE CAPTAIN MATTHEW,1,Females 25-54,0.782,0.782,0,0
,,Sacramnto-Stkton-Modesto,KXTV,30-Dec-21,06:01 PM,fire, CAL FIRE CAPTAIN MATTHEW,1,Females 35-54,1.074,1.074,0,0
,,Sacramnto-Stkton-Modesto,KXTV,30-Dec-21,06:01 PM,fire, CAL FIRE CAPTAIN MATTHEW,1,Females 50+,1.67,1.295,0,0.194
,,Sacramnto-Stkton-Modesto,KXTV,30-Dec-21,06:01 PM,fire, CAL FIRE CAPTAIN MATTHEW,1,Females 55+,1.26,0.819,0,0.228
,,Sacramnto-Stkton-Modesto,KXTV,30-Dec-21,06:01 PM,fire, CAL FIRE CAPTAIN MATTHEW,1,Households,1.131,0.687,0,0.435
,,Sacramnto-Stkton-Modesto,KXTV,30-Dec-21,06:01 PM,fire, CAL FIRE CAPTAIN MATTHEW,1,Males 12-24,0.63,1.009,0,0.378
,,Sacramnto-Stkton-Modesto,KXTV,30-Dec-21,06:01 PM,fire, CAL FIRE CAPTAIN MATTHEW,1,Males 18-34,0.937,1.294,0,0.699
,,Sacramnto-Stkton-Modesto,KXTV,30-Dec-21,06:01 PM,fire, CAL FIRE CAPTAIN MATTHEW,1,Males 18-49,0.629,0.807,0,0.348
,,Sacramnto-Stkton-Modesto,KXTV,30-Dec-21,06:01 PM,fire, CAL FIRE CAPTAIN MATTHEW,1,Males 25-49,0.437,0.437,0,0.224
,,Sacramnto-Stkton-Modesto,KXTV,30-Dec-21,06:01 PM,fire, CAL FIRE CAPTAIN MATTHEW,1,Males 25-54,0.5,0.5,0,0.181
,,Sacramnto-Stkton-Modesto,KXTV,30-Dec-21,06:01 PM,fire, CAL FIRE CAPTAIN MATTHEW,1,Males 35-54,0.441,0.441,0,0
,,Sacramnto-Stkton-Modesto,KXTV,30-Dec-21,06:01 PM,fire, CAL FIRE CAPTAIN MATTHEW,1,Males 50+,1.619,0.732,0,0.267
,,Sacramnto-Stkton-Modesto,KXTV,30-Dec-21,06:01 PM,fire, CAL FIRE CAPTAIN MATTHEW,1,Males 55+,1.783,0.725,0,0.319
,,Sacramnto-Stkton-Modesto,KXTV,30-Dec-21,06:01 PM,fire, CAL FIRE CAPTAIN MATTHEW,1,Persons 12-17,0,0,0,0
,,Sacramnto-Stkton-Modesto,KXTV,30-Dec-21,06:01 PM,fire, CAL FIRE CAPTAIN MATTHEW,1,Persons 12-24,0.514,0.9,0,0.386
,,Sacramnto-Stkton-Modesto,KXTV,30-Dec-21,06:01 PM,fire, CAL FIRE CAPTAIN MATTHEW,1,Persons 18-34,0.649,1.006,0,0.529
,,Sacramnto-Stkton-Modesto,KXTV,30-Dec-21,06:01 PM,fire, CAL FIRE CAPTAIN MATTHEW,1,Persons 18-49,0.4,0.577,0,0.261
,,Sacramnto-Stkton-Modesto,KXTV,30-Dec-21,06:01 PM,fire, CAL FIRE CAPTAIN MATTHEW,1,Persons 2+,0.867,0.664,0,0.196
,,Sacramnto-Stkton-Modesto,KXTV,30-Dec-21,06:01 PM,fire, CAL FIRE CAPTAIN MATTHEW,1,Persons 2-11,0,0,0,0
,,Sacramnto-Stkton-Modesto,KXTV,30-Dec-21,06:01 PM,fire, CAL FIRE CAPTAIN MATTHEW,1,Persons 25-34,0.325,0.325,0,0.325
,,Sacramnto-Stkton-Modesto,KXTV,30-Dec-21,06:01 PM,fire, CAL FIRE CAPTAIN MATTHEW,1,Persons 25-49,0.215,0.215,0,0.11
,,Sacramnto-Stkton-Modesto,KXTV,30-Dec-21,06:01 PM,fire, CAL FIRE CAPTAIN MATTHEW,1,Persons 25-54,0.643,0.643,0,0.089
,,Sacramnto-Stkton-Modesto,KXTV,30-Dec-21,06:01 PM,fire, CAL FIRE CAPTAIN MATTHEW,1,Persons 35+,1.201,0.771,0,0.16
,,Sacramnto-Stkton-Modesto,KXTV,30-Dec-21,06:01 PM,fire, CAL FIRE CAPTAIN MATTHEW,1,Persons 35-54,0.763,0.763,0,0
,,Sacramnto-Stkton-Modesto,KXTV,30-Dec-21,06:01 PM,fire, CAL FIRE CAPTAIN MATTHEW,1,Persons 35-64,0.625,0.691,0,0
,,Sacramnto-Stkton-Modesto,KXTV,30-Dec-21,06:01 PM,fire, CAL FIRE CAPTAIN MATTHEW,1,Persons 50+,1.646,1.032,0,0.228
,,Sacramnto-Stkton-Modesto,KXTV,30-Dec-21,06:01 PM,fire, CAL FIRE CAPTAIN MATTHEW,1,Persons 55+,1.503,0.776,0,0.27
,,Sacramnto-Stkton-Modesto,KXTV,30-Dec-21,06:01 PM,fire, CAL FIRE CAPTAIN MATTHEW,1,Persons 6-11,0,0,0,0
,,Philadelphia,WPVI,30-Dec-21,06:01 PM,fire, SPREADING LIKE WILD FIRE.,1,Females 12-24,0,0.358,0,0
,,Philadelphia,WPVI,30-Dec-21,06:01 PM,fire, SPREADING LIKE WILD FIRE.,1,Females 18-34,0.284,0.908,0,0
,,Philadelphia,WPVI,30-Dec-21,06:01 PM,fire, SPREADING LIKE WILD FIRE.,1,Females 18-49,0.615,1.294,0,0.142
no,yes,Philadelphia,WPVI,30-Dec-21,06:01 PM,fire, SPREADING LIKE WILD FIRE.,1,Females 25-49,0.79,1.662,0,0.182
,,Philadelphia,WPVI,30-Dec-21,06:01 PM,fire, SPREADING LIKE WILD FIRE.,1,Females 25-54,0.998,2.041,0.148,0.146
,,Philadelphia,WPVI,30-Dec-21,06:01 PM,fire, SPREADING LIKE WILD FIRE.,1,Females 35-54,1.2,2.213,0.209,0.206
,,Philadelphia,WPVI,30-Dec-21,06:01 PM,fire, SPREADING LIKE WILD FIRE.,1,Females 50+,10.03,11.774,0.536,0.346
,,Philadelphia,WPVI,30-Dec-21,06:01 PM,fire, SPREADING LIKE WILD FIRE.,1,Females 55+,11.5,13.244,0.497,0.408
,,Philadelphia,WPVI,30-Dec-21,06:01 PM,fire, SPREADING LIKE WILD FIRE.,1,Households,7.742,8.866,0.501,0.453
,,Philadelphia,WPVI,30-Dec-21,06:01 PM,fire, SPREADING LIKE WILD FIRE.,1,Males 12-24,0.799,1.498,0.296,0.528
,,Philadelphia,WPVI,30-Dec-21,06:01 PM,fire, SPREADING LIKE WILD FIRE.,1,Males 18-34,0.727,1.83,0.254,0.453
,,Philadelphia,WPVI,30-Dec-21,06:01 PM,fire, SPREADING LIKE WILD FIRE.,1,Males 18-49,0.595,1.27,0.236,0.369
,,Philadelphia,WPVI,30-Dec-21,06:01 PM,fire, SPREADING LIKE WILD FIRE.,1,Males 25-49,0.471,1.182,0.137,0.176
,,Philadelphia,WPVI,30-Dec-21,06:01 PM,fire, SPREADING LIKE WILD FIRE.,1,Males 25-54,0.818,1.763,0.11,0.142
,,Philadelphia,WPVI,30-Dec-21,06:01 PM,fire, SPREADING LIKE WILD FIRE.,1,Males 35-54,0.952,1.637,0.157,0.203
,,Philadelphia,WPVI,30-Dec-21,06:01 PM,fire, SPREADING LIKE WILD FIRE.,1,Males 50+,5.427,7.16,0.425,0.241
,,Philadelphia,WPVI,30-Dec-21,06:01 PM,fire, SPREADING LIKE WILD FIRE.,1,Males 55+,6.046,7.74,0.509,0.289
,,Philadelphia,WPVI,30-Dec-21,06:01 PM,fire, SPREADING LIKE WILD FIRE.,1,Persons 12-17,0.295,1.111,0,0
,,Philadelphia,WPVI,30-Dec-21,06:01 PM,fire, SPREADING LIKE WILD FIRE.,1,Persons 12-24,0.406,0.937,0.15,0.269
,,Philadelphia,WPVI,30-Dec-21,06:01 PM,fire, SPREADING LIKE WILD FIRE.,1,Persons 18-34,0.504,1.366,0.126,0.225
,,Philadelphia,WPVI,30-Dec-21,06:01 PM,fire, SPREADING LIKE WILD FIRE.,1,Persons 18-49,0.605,1.282,0.116,0.253
,,Philadelphia,WPVI,30-Dec-21,06:01 PM,fire, SPREADING LIKE WILD FIRE.,1,Persons 2+,3.756,4.919,0.258,0.227
,,Philadelphia,WPVI,30-Dec-21,06:01 PM,fire, SPREADING LIKE WILD FIRE.,1,Persons 2-11,0,0.725,0,0
,,Philadelphia,WPVI,30-Dec-21,06:01 PM,fire, SPREADING LIKE WILD FIRE.,1,Persons 25-34,0.505,1.836,0,0
,,Philadelphia,WPVI,30-Dec-21,06:01 PM,fire, SPREADING LIKE WILD FIRE.,1,Persons 25-49,0.635,1.429,0.066,0.179
,,Philadelphia,WPVI,30-Dec-21,06:01 PM,fire, SPREADING LIKE WILD FIRE.,1,Persons 25-54,0.911,1.906,0.13,0.145
,,Philadelphia,WPVI,30-Dec-21,06:01 PM,fire, SPREADING LIKE WILD FIRE.,1,Persons 35+,5.803,7.174,0.373,0.293
,,Philadelphia,WPVI,30-Dec-21,06:01 PM,fire, SPREADING LIKE WILD FIRE.,1,Persons 35-54,1.08,1.936,0.184,0.205
,,Philadelphia,WPVI,30-Dec-21,06:01 PM,fire, SPREADING LIKE WILD FIRE.,1,Persons 35-64,2.373,3.731,0.412,0.126
,,Philadelphia,WPVI,30-Dec-21,06:01 PM,fire, SPREADING LIKE WILD FIRE.,1,Persons 50+,7.919,9.658,0.485,0.298
,,Philadelphia,WPVI,30-Dec-21,06:01 PM,fire, SPREADING LIKE WILD FIRE.,1,Persons 55+,9.018,10.739,0.502,0.354
,,Philadelphia,WPVI,30-Dec-21,06:01 PM,fire, SPREADING LIKE WILD FIRE.,1,Persons 6-11,0,0,0,0
,,Austin,KVUE,30-Dec-21,06:01 PM,fire," AUSTIN FIRE HAS ABOUT 50 PEOPLE POLICE, FIRE, AND EMS ALL HAVE",2,Households,3.102,3.571,0.177,0.459
,,San Francisco-Oak-San Jose,KGO,30-Dec-21,06:00 PM,fire, I WANT TO ASSURE YOU OUR FIRE THIS FIRE RAVAGING WHAT USED TO,2,Females 12-24,1.018,1.639,0,0
,,San Francisco-Oak-San Jose,KGO,30-Dec-21,06:00 PM,fire, I WANT TO ASSURE YOU OUR FIRE THIS FIRE RAVAGING WHAT USED TO,2,Females 18-34,2.722,3.205,0,0
,,San Francisco-Oak-San Jose,KGO,30-Dec-21,06:00 PM,fire, I WANT TO ASSURE YOU OUR FIRE THIS FIRE RAVAGING WHAT USED TO,2,Females 18-49,1.479,1.7,0,0.139
no,yes,San Francisco-Oak-San Jose,KGO,30-Dec-21,06:00 PM,fire, I WANT TO ASSURE YOU OUR FIRE THIS FIRE RAVAGING WHAT USED TO,2,Females 25-49,1.56,1.56,0,0.17
,,San Francisco-Oak-San Jose,KGO,30-Dec-21,06:00 PM,fire, I WANT TO ASSURE YOU OUR FIRE THIS FIRE RAVAGING WHAT USED TO,2,Females 25-54,1.821,1.905,0.084,0.137
,,San Francisco-Oak-San Jose,KGO,30-Dec-21,06:00 PM,fire, I WANT TO ASSURE YOU OUR FIRE THIS FIRE RAVAGING WHAT USED TO,2,Females 35-54,1.084,1.199,0.115,0.189
,,San Francisco-Oak-San Jose,KGO,30-Dec-21,06:00 PM,fire, I WANT TO ASSURE YOU OUR FIRE THIS FIRE RAVAGING WHAT USED TO,2,Females 50+,4.25,5.742,0.462,0.39
,,San Francisco-Oak-San Jose,KGO,30-Dec-21,06:00 PM,fire, I WANT TO ASSURE YOU OUR FIRE THIS FIRE RAVAGING WHAT USED TO,2,Females 55+,4.504,6.198,0.467,0.465
,,San Francisco-Oak-San Jose,KGO,30-Dec-21,06:00 PM,fire, I WANT TO ASSURE YOU OUR FIRE THIS FIRE RAVAGING WHAT USED TO,2,Households,3.82,4.649,0.591,0.471
,,San Francisco-Oak-San Jose,KGO,30-Dec-21,06:00 PM,fire, I WANT TO ASSURE YOU OUR FIRE THIS FIRE RAVAGING WHAT USED TO,2,Males 12-24,0.237,0.621,0,0.237
,,San Francisco-Oak-San Jose,KGO,30-Dec-21,06:00 PM,fire, I WANT TO ASSURE YOU OUR FIRE THIS FIRE RAVAGING WHAT USED TO,2,Males 18-34,1.329,1.33,0,0
,,San Francisco-Oak-San Jose,KGO,30-Dec-21,06:00 PM,fire, I WANT TO ASSURE YOU OUR FIRE THIS FIRE RAVAGING WHAT USED TO,2,Males 18-49,1.161,1.435,0.496,0.222
,,San Francisco-Oak-San Jose,KGO,30-Dec-21,06:00 PM,fire, I WANT TO ASSURE YOU OUR FIRE THIS FIRE RAVAGING WHAT USED TO,2,Males 25-49,1.425,1.483,0.609,0.273
,,San Francisco-Oak-San Jose,KGO,30-Dec-21,06:00 PM,fire, I WANT TO ASSURE YOU OUR FIRE THIS FIRE RAVAGING WHAT USED TO,2,Males 25-54,1.159,1.206,0.495,0.222
,,San Francisco-Oak-San Jose,KGO,30-Dec-21,06:00 PM,fire, I WANT TO ASSURE YOU OUR FIRE THIS FIRE RAVAGING WHAT USED TO,2,Males 35-54,0.745,1.129,0.695,0.311
,,San Francisco-Oak-San Jose,KGO,30-Dec-21,06:00 PM,fire, I WANT TO ASSURE YOU OUR FIRE THIS FIRE RAVAGING WHAT USED TO,2,Males 50+,2.969,3.518,0.13,0.221
,,San Francisco-Oak-San Jose,KGO,30-Dec-21,06:00 PM,fire, I WANT TO ASSURE YOU OUR FIRE THIS FIRE RAVAGING WHAT USED TO,2,Males 55+,3.606,4.273,0.158,0.269
,,San Francisco-Oak-San Jose,KGO,30-Dec-21,06:00 PM,fire, I WANT TO ASSURE YOU OUR FIRE THIS FIRE RAVAGING WHAT USED TO,2,Persons 12-17,0.693,0.446,0,0.247
,,San Francisco-Oak-San Jose,KGO,30-Dec-21,06:00 PM,fire, I WANT TO ASSURE YOU OUR FIRE THIS FIRE RAVAGING WHAT USED TO,2,Persons 12-24,0.618,1.117,0,0.121
,,San Francisco-Oak-San Jose,KGO,30-Dec-21,06:00 PM,fire, I WANT TO ASSURE YOU OUR FIRE THIS FIRE RAVAGING WHAT USED TO,2,Persons 18-34,2.007,2.242,0,0
,,San Francisco-Oak-San Jose,KGO,30-Dec-21,06:00 PM,fire, I WANT TO ASSURE YOU OUR FIRE THIS FIRE RAVAGING WHAT USED TO,2,Persons 18-49,1.318,1.566,0.251,0.181
,,San Francisco-Oak-San Jose,KGO,30-Dec-21,06:00 PM,fire, I WANT TO ASSURE YOU OUR FIRE THIS FIRE RAVAGING WHAT USED TO,2,Persons 2+,2.226,2.791,0.233,0.225
,,San Francisco-Oak-San Jose,KGO,30-Dec-21,06:00 PM,fire, I WANT TO ASSURE YOU OUR FIRE THIS FIRE RAVAGING WHAT USED TO,2,Persons 2-11,0.493,0.716,0,0
,,San Francisco-Oak-San Jose,KGO,30-Dec-21,06:00 PM,fire, I WANT TO ASSURE YOU OUR FIRE THIS FIRE RAVAGING WHAT USED TO,2,Persons 25-34,2.961,2.553,0,0
,,San Francisco-Oak-San Jose,KGO,30-Dec-21,06:00 PM,fire, I WANT TO ASSURE YOU OUR FIRE THIS FIRE RAVAGING WHAT USED TO,2,Persons 25-49,1.492,1.521,0.308,0.222
,,San Francisco-Oak-San Jose,KGO,30-Dec-21,06:00 PM,fire, I WANT TO ASSURE YOU OUR FIRE THIS FIRE RAVAGING WHAT USED TO,2,Persons 25-54,1.488,1.553,0.291,0.18
,,San Francisco-Oak-San Jose,KGO,30-Dec-21,06:00 PM,fire, I WANT TO ASSURE YOU OUR FIRE THIS FIRE RAVAGING WHAT USED TO,2,Persons 35+,2.708,3.504,0.358,0.32
,,San Francisco-Oak-San Jose,KGO,30-Dec-21,06:00 PM,fire, I WANT TO ASSURE YOU OUR FIRE THIS FIRE RAVAGING WHAT USED TO,2,Persons 35-54,0.915,1.164,0.404,0.25
,,San Francisco-Oak-San Jose,KGO,30-Dec-21,06:00 PM,fire, I WANT TO ASSURE YOU OUR FIRE THIS FIRE RAVAGING WHAT USED TO,2,Persons 35-64,1.134,1.725,0.336,0.264
,,San Francisco-Oak-San Jose,KGO,30-Dec-21,06:00 PM,fire, I WANT TO ASSURE YOU OUR FIRE THIS FIRE RAVAGING WHAT USED TO,2,Persons 50+,3.645,4.692,0.305,0.311
,,San Francisco-Oak-San Jose,KGO,30-Dec-21,06:00 PM,fire, I WANT TO ASSURE YOU OUR FIRE THIS FIRE RAVAGING WHAT USED TO,2,Persons 55+,4.084,5.299,0.322,0.373
,,San Francisco-Oak-San Jose,KGO,30-Dec-21,06:00 PM,fire, I WANT TO ASSURE YOU OUR FIRE THIS FIRE RAVAGING WHAT USED TO,2,Persons 6-11,0.794,1.152,0,0
,,Buffalo,WKBW,30-Dec-21,05:59 PM,fire, -- AN OVERNIGHT FIRE RIPS,1,Households,3.671,2.638,0.413,0.836
,,Philadelphia,WPVI,30-Dec-21,05:59 PM,fire, CAMDEN COUNTY FIRE CHIEF,1,Females 12-24,0,0,0,0
,,Philadelphia,WPVI,30-Dec-21,05:59 PM,fire, CAMDEN COUNTY FIRE CHIEF,1,Females 18-34,0.284,0.845,0,0
,,Philadelphia,WPVI,30-Dec-21,05:59 PM,fire, CAMDEN COUNTY FIRE CHIEF,1,Females 18-49,0.473,0.756,0.142,0
,no,Philadelphia,WPVI,30-Dec-21,05:59 PM,fire, CAMDEN COUNTY FIRE CHIEF,1,Females 25-49,0.608,0.971,0.182,0
,,Philadelphia,WPVI,30-Dec-21,05:59 PM,fire, CAMDEN COUNTY FIRE CHIEF,1,Females 25-54,0.852,1.284,0.146,0
,,Philadelphia,WPVI,30-Dec-21,05:59 PM,fire, CAMDEN COUNTY FIRE CHIEF,1,Females 35-54,0.993,1.191,0.206,0
,,Philadelphia,WPVI,30-Dec-21,05:59 PM,fire, CAMDEN COUNTY FIRE CHIEF,1,Females 50+,9.629,9.424,0.248,0.398
,,Philadelphia,WPVI,30-Dec-21,05:59 PM,fire, CAMDEN COUNTY FIRE CHIEF,1,Females 55+,11.027,10.657,0.293,0.469
,,Philadelphia,WPVI,30-Dec-21,05:59 PM,fire, CAMDEN COUNTY FIRE CHIEF,1,Households,7.073,7.482,0.314,0.4
,,Philadelphia,WPVI,30-Dec-21,05:59 PM,fire, CAMDEN COUNTY FIRE CHIEF,1,Males 12-24,0.528,0.824,0,0
,,Philadelphia,WPVI,30-Dec-21,05:59 PM,fire, CAMDEN COUNTY FIRE CHIEF,1,Males 18-34,0.982,1.984,0,0.255
,,Philadelphia,WPVI,30-Dec-21,05:59 PM,fire, CAMDEN COUNTY FIRE CHIEF,1,Males 18-49,0.696,2.001,0.135,0.132
,,Philadelphia,WPVI,30-Dec-21,05:59 PM,fire, CAMDEN COUNTY FIRE CHIEF,1,Males 25-49,0.604,2.137,0.176,0.172
,,Philadelphia,WPVI,30-Dec-21,05:59 PM,fire, CAMDEN COUNTY FIRE CHIEF,1,Males 25-54,0.79,2.165,0.142,0.139
,,Philadelphia,WPVI,30-Dec-21,05:59 PM,fire, CAMDEN COUNTY FIRE CHIEF,1,Males 35-54,0.714,2.09,0.203,0
,,Philadelphia,WPVI,30-Dec-21,05:59 PM,fire, CAMDEN COUNTY FIRE CHIEF,1,Males 50+,4.318,5.77,0.34,0.193
,,Philadelphia,WPVI,30-Dec-21,05:59 PM,fire, CAMDEN COUNTY FIRE CHIEF,1,Males 55+,4.857,6.456,0.407,0.231
,,Philadelphia,WPVI,30-Dec-21,05:59 PM,fire, CAMDEN COUNTY FIRE CHIEF,1,Persons 12-17,0,0,0,0
,,Philadelphia,WPVI,30-Dec-21,05:59 PM,fire, CAMDEN COUNTY FIRE CHIEF,1,Persons 12-24,0.269,0.419,0,0
,,Philadelphia,WPVI,30-Dec-21,05:59 PM,fire, CAMDEN COUNTY FIRE CHIEF,1,Persons 18-34,0.631,1.412,0,0.127
,,Philadelphia,WPVI,30-Dec-21,05:59 PM,fire, CAMDEN COUNTY FIRE CHIEF,1,Persons 18-49,0.583,1.366,0.138,0.065
,,Philadelphia,WPVI,30-Dec-21,05:59 PM,fire, CAMDEN COUNTY FIRE CHIEF,1,Persons 2+,3.404,4.035,0.181,0.159
,,Philadelphia,WPVI,30-Dec-21,05:59 PM,fire, CAMDEN COUNTY FIRE CHIEF,1,Persons 2-11,0,0.852,0,0
,,Philadelphia,WPVI,30-Dec-21,05:59 PM,fire, CAMDEN COUNTY FIRE CHIEF,1,Persons 25-34,0.734,1.918,0,0.229
,,Philadelphia,WPVI,30-Dec-21,05:59 PM,fire, CAMDEN COUNTY FIRE CHIEF,1,Persons 25-49,0.606,1.538,0.179,0.084
,,Philadelphia,WPVI,30-Dec-21,05:59 PM,fire, CAMDEN COUNTY FIRE CHIEF,1,Persons 25-54,0.822,1.711,0.145,0.067
,,Philadelphia,WPVI,30-Dec-21,05:59 PM,fire, CAMDEN COUNTY FIRE CHIEF,1,Persons 35+,5.238,5.861,0.288,0.215
,,Philadelphia,WPVI,30-Dec-21,05:59 PM,fire, CAMDEN COUNTY FIRE CHIEF,1,Persons 35-54,0.859,1.624,0.205,0
,,Philadelphia,WPVI,30-Dec-21,05:59 PM,fire, CAMDEN COUNTY FIRE CHIEF,1,Persons 35-64,2.195,3.196,0.244,0.204
,,Philadelphia,WPVI,30-Dec-21,05:59 PM,fire, CAMDEN COUNTY FIRE CHIEF,1,Persons 50+,7.193,7.748,0.29,0.304
,,Philadelphia,WPVI,30-Dec-21,05:59 PM,fire, CAMDEN COUNTY FIRE CHIEF,1,Persons 55+,8.219,8.745,0.345,0.361
,,Philadelphia,WPVI,30-Dec-21,05:59 PM,fire, CAMDEN COUNTY FIRE CHIEF,1,Persons 6-11,0,0.204,0,0
,,"Washington, DC (Hagrstwn)",WJLA,30-Dec-21,05:59 PM,fire, LIKE FIRE FOXX OR ONE CALLED,1,Females 12-24,0.725,0.725,0,0
,,"Washington, DC (Hagrstwn)",WJLA,30-Dec-21,05:59 PM,fire, LIKE FIRE FOXX OR ONE CALLED,1,Females 18-34,0,0,0,0
,,"Washington, DC (Hagrstwn)",WJLA,30-Dec-21,05:59 PM,fire, LIKE FIRE FOXX OR ONE CALLED,1,Females 18-49,0.72,0.673,0,0
,no,"Washington, DC (Hagrstwn)",WJLA,30-Dec-21,05:59 PM,fire, LIKE FIRE FOXX OR ONE CALLED,1,Females 25-49,0.899,0.841,0,0
,,"Washington, DC (Hagrstwn)",WJLA,30-Dec-21,05:59 PM,fire, LIKE FIRE FOXX OR ONE CALLED,1,Females 25-54,1.021,0.973,0,0
,,"Washington, DC (Hagrstwn)",WJLA,30-Dec-21,05:59 PM,fire, LIKE FIRE FOXX OR ONE CALLED,1,Females 35-54,1.397,1.333,0,0
,,"Washington, DC (Hagrstwn)",WJLA,30-Dec-21,05:59 PM,fire, LIKE FIRE FOXX OR ONE CALLED,1,Females 50+,3.09,2.771,0.143,0
,,"Washington, DC (Hagrstwn)",WJLA,30-Dec-21,05:59 PM,fire, LIKE FIRE FOXX OR ONE CALLED,1,Females 55+,3.424,3.038,0.173,0
,,"Washington, DC (Hagrstwn)",WJLA,30-Dec-21,05:59 PM,fire, LIKE FIRE FOXX OR ONE CALLED,1,Households,2.074,2.183,0.149,0
,,"Washington, DC (Hagrstwn)",WJLA,30-Dec-21,05:59 PM,fire, LIKE FIRE FOXX OR ONE CALLED,1,Males 12-24,0,0,0,0
,,"Washington, DC (Hagrstwn)",WJLA,30-Dec-21,05:59 PM,fire, LIKE FIRE FOXX OR ONE CALLED,1,Males 18-34,0,0,0,0
,,"Washington, DC (Hagrstwn)",WJLA,30-Dec-21,05:59 PM,fire, LIKE FIRE FOXX OR ONE CALLED,1,Males 18-49,0,0.811,0.115,0
,,"Washington, DC (Hagrstwn)",WJLA,30-Dec-21,05:59 PM,fire, LIKE FIRE FOXX OR ONE CALLED,1,Males 25-49,0,1.027,0.145,0
,,"Washington, DC (Hagrstwn)",WJLA,30-Dec-21,05:59 PM,fire, LIKE FIRE FOXX OR ONE CALLED,1,Males 25-54,0.217,1.042,0.117,0
,,"Washington, DC (Hagrstwn)",WJLA,30-Dec-21,05:59 PM,fire, LIKE FIRE FOXX OR ONE CALLED,1,Males 35-54,0.297,1.431,0.16,0
,,"Washington, DC (Hagrstwn)",WJLA,30-Dec-21,05:59 PM,fire, LIKE FIRE FOXX OR ONE CALLED,1,Males 50+,0.718,0.718,0.296,0
,,"Washington, DC (Hagrstwn)",WJLA,30-Dec-21,05:59 PM,fire, LIKE FIRE FOXX OR ONE CALLED,1,Males 55+,0.628,0.628,0.365,0
,,"Washington, DC (Hagrstwn)",WJLA,30-Dec-21,05:59 PM,fire, LIKE FIRE FOXX OR ONE CALLED,1,Persons 12-17,0.723,0.723,0,0
,,"Washington, DC (Hagrstwn)",WJLA,30-Dec-21,05:59 PM,fire, LIKE FIRE FOXX OR ONE CALLED,1,Persons 12-24,0.356,0.356,0,0
,,"Washington, DC (Hagrstwn)",WJLA,30-Dec-21,05:59 PM,fire, LIKE FIRE FOXX OR ONE CALLED,1,Persons 18-34,0,0,0,0
,,"Washington, DC (Hagrstwn)",WJLA,30-Dec-21,05:59 PM,fire, LIKE FIRE FOXX OR ONE CALLED,1,Persons 18-49,0.365,0.741,0.056,0
,,"Washington, DC (Hagrstwn)",WJLA,30-Dec-21,05:59 PM,fire, LIKE FIRE FOXX OR ONE CALLED,1,Persons 2+,1.125,1.106,0.112,0
,,"Washington, DC (Hagrstwn)",WJLA,30-Dec-21,05:59 PM,fire, LIKE FIRE FOXX OR ONE CALLED,1,Persons 2-11,0.841,0,0,0
,,"Washington, DC (Hagrstwn)",WJLA,30-Dec-21,05:59 PM,fire, LIKE FIRE FOXX OR ONE CALLED,1,Persons 25-34,0,0,0,0
,,"Washington, DC (Hagrstwn)",WJLA,30-Dec-21,05:59 PM,fire, LIKE FIRE FOXX OR ONE CALLED,1,Persons 25-49,0.459,0.932,0.071,0
,,"Washington, DC (Hagrstwn)",WJLA,30-Dec-21,05:59 PM,fire, LIKE FIRE FOXX OR ONE CALLED,1,Persons 25-54,0.627,1.007,0.057,0
,,"Washington, DC (Hagrstwn)",WJLA,30-Dec-21,05:59 PM,fire, LIKE FIRE FOXX OR ONE CALLED,1,Persons 35+,1.557,1.677,0.179,0
,,"Washington, DC (Hagrstwn)",WJLA,30-Dec-21,05:59 PM,fire, LIKE FIRE FOXX OR ONE CALLED,1,Persons 35-54,0.86,1.381,0.078,0
,,"Washington, DC (Hagrstwn)",WJLA,30-Dec-21,05:59 PM,fire, LIKE FIRE FOXX OR ONE CALLED,1,Persons 35-64,1.021,1.113,0.184,0
,,"Washington, DC (Hagrstwn)",WJLA,30-Dec-21,05:59 PM,fire, LIKE FIRE FOXX OR ONE CALLED,1,Persons 50+,1.98,1.811,0.214,0
,,"Washington, DC (Hagrstwn)",WJLA,30-Dec-21,05:59 PM,fire, LIKE FIRE FOXX OR ONE CALLED,1,Persons 55+,2.127,1.92,0.262,0
,,"Washington, DC (Hagrstwn)",WJLA,30-Dec-21,05:59 PM,fire, LIKE FIRE FOXX OR ONE CALLED,1,Persons 6-11,0,0,0,0
,,Louisville,WDRB,30-Dec-21,05:56 PM,fire, A fire destroyed a police,1,Households,3.913,4.071,0.008,0.418
,,Boston (Manchester),WCVB,30-Dec-21,05:54 PM,fire, ERIKA: A KENTUCKY FIRE STATION,1,Females 12-24,0.434,0.434,0,0
,,Boston (Manchester),WCVB,30-Dec-21,05:54 PM,fire, ERIKA: A KENTUCKY FIRE STATION,1,Females 18-34,1.674,1.674,0,0
